hash;ball;egkr;a1;a2;a3;ag;g1;g2;g3;gg;i1;i2;i3;ia;ig;f1;f2;f3;fa;fg;r1;r2;r3;ra;rg;pri;prm;prf;prr
D8E0CE9744BCF8B86A23022FBF0620A4;64;76;4;4;4;4;4;3;4;4;3;4;3;3;4;3;3;4;4;3;3;3;4;3;3;4;0;0;0
AEB2DDF35B22E15B7A71A34DB84019A8;64;74;4;4;4;4;4;4;5;4;5;4;4;3;4;4;5;4;4;4;4;4;4;4;4;0;4;4;0
C88E2FD326D3BBE6729083539F0A9833;64;40;3;2;2;3;3;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0
AEB2DDF35B22E15B7A71A34DB84019A8;64;64;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;4;3;3;3;3;0;3;0;0
E5E62A3F8491331ED88B4E2FFF70390A;58;74;3;3;4;3;4;4;4;4;3;3;3;3;3;3;3;4;3;3;4;3;4;4;4;3;3;0;0
A39D45563E21C41FF8A0DA170C5B2F31;58;64;4;3;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4;3;4;4;0
77E40D31E62908A0867F300C776D066E;58;17;3;3;3;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;3;4;4;3;3;3;3
0246F8F82B6D001BA0EF8DB77C71CF5D;52;74;3;2;3;3;3;2;3;3;2;2;3;3;3;3;2;3;3;3;4;3;3;3;3;3;0;0;0
8A87B3B6430B7EC36BC38584F7BE482A;46;34;3;3;3;3;4;3;4;4;3;5;4;4;5;4;3;3;4;3;4;4;4;4;4;4;5;3;3
F8A3BC5E07CA79068FBBF6B87B939A2B;40;40;3;3;3;3;4;3;3;3;3;4;4;3;4;4;3;3;4;3;5;4;5;5;5;4;4;4;5
3AC59F74D58D8341791FEC7128B0D014;40;34;3;3;3;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;3;4;4;0;3;3;4
AF2D4B0D3D74445D8D6AAB05C89420E8;90;53;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;4;4;4;3;3;4;3;4;0;0;3;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;82;53;3;3;4;3;3;3;4;3;3;4;3;3;3;4;3;4;3;4;3;3;4;3;3;3;3;4;0
8A87B3B6430B7EC36BC38584F7BE482A;84;50;3;2;2;3;3;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0
219EB23B9BB93DB0DB0208D7E756D98D;76;74;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;0;0
8BA56059C02D8A8251CB78920C926F73;72;47;3;3;3;3;4;3;3;3;3;4;4;4;4;4;3;4;4;4;3;3;3;3;3;4;4;3;3
A02F4F2E25660202C9F1B157CFCADD30;98;100;3;3;3;3;4;3;4;4;3;5;4;4;5;4;3;3;4;3;4;4;4;4;4;4;5;3;3
7E3E46AF2CB61454D6CC3317990C88C7;74;31;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;3;3;0;0
5EDB7A31C6457FEAE7D11089A4A63614;97;75;3;2;2;3;3;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0
E86C1EC00A2074AAF7D8687822245A7F;82;47;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;0;3
9E4A4A2F773CA0F2BA71196CCB028EE1;70;25;4;3;4;4;4;3;3;3;3;4;3;3;4;3;3;4;4;3;4;4;4;4;4;0;4;0;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;76;31;3;3;4;3;4;3;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;0;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;98;81;3;3;3;3;3;3;3;3;3;5;4;5;4;3;3;3;3;3;3;3;3;3;3;4;3;0;0
F06A1E69C22CB14382BEE4729EBEBCDA;84;34;3;3;3;3;3;3;2;3;3;4;3;3;4;3;3;3;3;3;4;4;3;4;4;0;3;3;4
84D2677F3CC5F63A13351E4C812E9EB1;70;28;3;3;3;3;3;2;3;3;3;4;3;4;4;3;3;4;3;3;3;4;3;3;3;0;3;3;3
E7C706403A74973FCF89DD87D1BE4C46;82;38;3;3;3;3;3;3;3;3;3;4;4;3;4;4;3;4;4;4;3;3;4;3;4;0;0;3;0
4A9337F2CD2FC5AC98DA4EB3996A3B4A;90;56;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;0;0
73FEAD7CBD6424BAB813F88DCB0AAA9D;90;50;4;4;5;4;4;3;5;4;4;3;4;4;3;4;4;4;4;4;5;5;5;4;5;0;4;4;4
1E37C31A122CFC4BB19BCB8001C8B564;70;28;4;4;5;4;4;3;5;4;4;3;4;4;3;4;4;4;4;4;5;5;5;4;5;0;4;4;4
A02F4F2E25660202C9F1B157CFCADD30;58;38;4;4;5;4;4;3;5;4;4;3;4;4;3;4;4;4;4;4;5;5;5;4;5;0;4;4;4
73FEAD7CBD6424BAB813F88DCB0AAA9D;64;28;3;3;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3
5C84FF6AF3FAD1DD2970E19DF1184F7A;84;66;3;3;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3
9AF44499D8C7F31C38F6437A483D801F;92;63;3;3;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3
420640F19200B144AD62000E0D697F1A;80;38;3;3;3;3;3;3;4;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3
E86C1EC00A2074AAF7D8687822245A7F;72;41;5;4;5;5;5;4;5;5;4;3;4;4;4;5;4;5;5;5;4;4;3;4;4;0;5;5;4
90CE108E8CBD6DB21C428BDE580D2FC0;76;44;5;4;5;5;5;4;5;5;4;3;4;4;4;5;4;5;5;5;4;4;3;4;4;0;5;5;4
5C75173B1F198F5740F914B9C3739F62;64;22;5;4;5;5;5;4;5;5;4;3;4;4;4;5;4;5;5;5;4;4;3;4;4;0;5;5;4
90317B5BBE4B60900E806248D8649AE1;92;44;4;3;4;4;3;3;3;3;3;3;3;4;4;4;3;4;4;3;4;4;3;4;4;3;4;3;4
6E6C9F76306B04E3EFF383B9BCA1C288;72;66;4;3;4;4;3;3;3;3;3;3;3;4;4;4;3;4;4;3;4;4;3;4;4;3;4;3;4
31541EE0FBEA7E7CB3EE843A978CF109;82;56;4;3;4;4;3;3;3;3;3;3;3;4;4;4;3;4;4;3;4;4;3;4;4;3;4;3;4
E7AF6424C48BFBEF1233A92467A4577D;58;22;4;3;4;4;3;3;3;3;3;3;3;4;4;4;3;4;4;3;4;4;3;4;4;3;4;3;4
F25EDCC0DD8F5A2FB2CDA5EC9EED3FA3;76;31;3;3;3;3;3;3;3;3;2;3;3;4;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
9AF44499D8C7F31C38F6437A483D801F;46;16;3;3;3;3;3;3;3;3;2;3;3;4;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
6270C889C4AE9FEF2F0771E612AF0C5D;86;66;3;3;3;3;3;3;3;3;2;3;3;4;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
FF52AE9809E3D6C00B4CBEFEAA7E5CE7;80;44;4;4;4;4;5;5;4;4;4;3;3;4;4;4;4;5;4;4;4;4;2;4;3;3;4;4;4
F0E509866F6112BB12A8918FA2DD6B14;80;72;4;4;4;4;5;5;4;4;4;3;3;4;4;4;4;5;4;4;4;4;2;4;3;3;4;4;4
EC651B1B323701A741007C559A61279C;95;50;4;4;4;4;5;5;4;4;4;3;3;4;4;4;4;5;4;4;4;4;2;4;3;3;4;4;4
1297B4BDE68735E85D0656C625DACD42;94;50;4;4;4;4;5;5;4;4;4;3;3;4;4;4;4;5;4;4;4;4;2;4;3;3;4;4;4
0D03730A001707C801B2921DCDEE3B14;86;44;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;4;4;0;0;0;4
C36307360739CC47A76D1AB1AB57ED28;86;86;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;4;4;0;0;0;4
3AC59F74D58D8341791FEC7128B0D014;80;25;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;4;4;0;0;0;4
42A275ABFD28D810925FFCDAE3787FEA;92;69;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;4;4;0;0;0;4
420640F19200B144AD62000E0D697F1A;88;53;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;4;4;0;0;0;4
476F9588F5BB17974F4C363873FB28C2;80;44;3;2;3;3;3;3;3;3;3;5;4;4;4;3;3;3;3;3;3;3;3;3;3;0;3;0;3
94F52913BE8318DD46D35661B025F400;76;63;3;2;3;3;3;3;3;3;3;5;4;4;4;3;3;3;3;3;3;3;3;3;3;0;3;0;3
C8E788DD1822E42A54CD27F13157FA5B;98;59;3;2;3;3;3;3;3;3;3;5;4;4;4;3;3;3;3;3;3;3;3;3;3;0;3;0;3
F25EDCC0DD8F5A2FB2CDA5EC9EED3FA3;92;63;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
56C591B01076AFA3F88BE2A19F8C0D99;97;59;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
90CE108E8CBD6DB21C428BDE580D2FC0;74;34;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
73FEAD7CBD6424BAB813F88DCB0AAA9D;80;31;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
8A87B3B6430B7EC36BC38584F7BE482A;80;25;4;3;4;4;4;4;3;4;3;3;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4
E31F4EB9BD41875379864F200E26DF85;80;95;4;3;4;4;4;4;3;4;3;3;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4
5EDB7A31C6457FEAE7D11089A4A63614;95;72;4;3;4;4;4;4;3;4;3;3;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4
73FEAD7CBD6424BAB813F88DCB0AAA9D;86;59;4;3;4;4;4;4;3;4;3;3;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4
90CE108E8CBD6DB21C428BDE580D2FC0;92;59;4;3;4;4;4;4;3;4;3;3;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4
90317B5BBE4B60900E806248D8649AE1;84;50;3;3;3;3;3;3;3;3;2;4;3;4;4;3;2;3;3;3;3;3;3;3;3;0;4;0;4
F0CC80C6D6973E51C20CA98426B65137;96;56;3;3;3;3;3;3;3;3;2;4;3;4;4;3;2;3;3;3;3;3;3;3;3;0;4;0;4
F0E509866F6112BB12A8918FA2DD6B14;88;44;3;3;3;3;3;3;3;3;2;4;3;4;4;3;2;3;3;3;3;3;3;3;3;0;4;0;4
A67683E18AD724DD656DB833C0DF5016;95;66;5;4;4;4;4;3;4;4;2;3;3;4;4;3;2;3;3;3;4;4;3;4;4;3;4;0;4
AD6CBA64C5661571D5EE2660C8A48666;78;44;5;4;4;4;4;3;4;4;2;3;3;4;4;3;2;3;3;3;4;4;3;4;4;3;4;0;4
EC651B1B323701A741007C559A61279C;100;100;5;4;4;4;4;3;4;4;2;3;3;4;4;3;2;3;3;3;4;4;3;4;4;3;4;0;4
FC55AC7622EE55AD4F8941EFD6B845DD;80;34;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;5;4;4;4;4;5;4;4;0;5;4;4
554DDAA01C3E6E99CFA771D5EC8BCB9D;95;47;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;5;4;4;4;4;5;4;4;0;5;4;4
A39D45563E21C41FF8A0DA170C5B2F31;84;66;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;5;4;4;4;4;5;4;4;0;5;4;4
7B01C460FB7B3FC04D2C68CDB2FAB98E;88;44;4;3;4;4;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;4;0;4;0;4
35654FE8DDA85E711F14AAE2E03FDDCB;82;38;4;3;4;4;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;4;0;4;0;4
1F3AFB8197FD6E5772F3F0056EC76345;92;34;4;3;4;4;3;3;4;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;4;0;4;0;4
7E7DEE2B23F48B6D16D90C36C21447FD;94;56;4;3;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;4;3;3;4;3;4;3;4
331AFEAB2DAF12DD9392941FDE4E512D;90;41;4;3;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;4;3;3;4;3;4;3;4
FCFCCB6CC246CC7206C755852A61939B;84;34;4;3;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;4;3;3;4;3;4;3;4
94F7EC047D7C9612DDEC5DAB553F6D0A;86;47;4;3;4;4;4;3;4;4;3;4;4;4;4;3;3;3;3;3;4;4;3;3;4;3;4;3;4
D9A0AA9DFA7F0D08C5931E82293AA5A5;88;44;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;4;3;3;4;3;3;4;4
E69A1796274073148D1630E90D6C2212;70;41;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;4;3;3;4;3;3;4;4
73FEAD7CBD6424BAB813F88DCB0AAA9D;86;56;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;4;3;3;4;3;3;4;4
5EDB7A31C6457FEAE7D11089A4A63614;84;44;3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;3;4;4;3;3;4;3;3;4;4
365FAAD4EB8BA1A0681D1AF822FFE23A;88;38;5;5;5;5;5;5;5;5;4;4;4;4;4;5;4;5;5;5;5;5;3;4;4;0;5;5;4
6FE6CC6C6954A1275DC88D8EAE8FF287;88;28;5;5;5;5;5;5;5;5;4;4;4;4;4;5;4;5;5;5;5;5;3;4;4;0;5;5;4
476F9588F5BB17974F4C363873FB28C2;96;44;5;5;5;5;5;5;5;5;4;4;4;4;4;5;4;5;5;5;5;5;3;4;4;0;5;5;4
3DB10561EB6C816EC708E5A90293D633;80;28;4;4;4;4;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;0;0;0;3
AD6CBA64C5661571D5EE2660C8A48666;82;47;4;4;4;4;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;0;0;0;3
5B476E2033539780DA3A1E640D3678D0;84;28;4;4;4;4;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;0;0;0;3
EBC562B1A192B352D7195FCB7804CDE4;94;53;4;4;4;4;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;3;3;3;0;0;0;3
BF5B96D48DC9B2210A8A1A75B15649F5;94;59;5;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;0;0;0;4
952638E00361DD096E123B803DE995B6;92;53;5;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;0;0;0;4
44B4C9FF84F755D51BD256276AB7D5C6;95;47;5;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;0;0;0;4
44B4C9FF84F755D51BD256276AB7D5C6;86;47;5;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;0;0;0;4
E7AF6424C48BFBEF1233A92467A4577D;64;34;5;4;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;0;0;0;4
26181D0B9F99157B1B20C03B4F662309;92;41;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;5;0;4
90CE108E8CBD6DB21C428BDE580D2FC0;78;34;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;5;0;4
218A214638283F63C257882BD45F5B8A;88;47;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;5;0;4
BBBCD02D27D0D22D52ECD31DCB6D3689;76;41;4;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;4;5;3;4;4;0;4;3;4
554DDAA01C3E6E99CFA771D5EC8BCB9D;80;44;4;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;4;5;3;4;4;0;4;3;4
9AF44499D8C7F31C38F6437A483D801F;78;41;4;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;4;5;3;4;4;0;4;3;4
CEB289DC1F24DBD05E82C92AFEEC5901;88;50;4;4;4;4;3;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;0;4;3;4
76F3B65EF85F986F25CE33A6B38931AB;95;50;4;4;4;4;3;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;0;4;3;4
4EDBBA0BB36581D1E584E11E75F16B97;82;28;4;4;4;4;3;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;0;4;3;4
4B0D7D0EE4D8D28F8F464393E16A64CA;88;56;4;4;4;4;3;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;0;4;3;4
073F7A62C1527F67A975422B78CBB04D;74;53;4;3;3;3;3;3;3;3;3;5;4;5;5;3;3;4;3;3;4;4;3;4;4;0;3;0;4
EA8E0BA8B9221964A9EB530A38A7F8C2;84;44;4;3;3;3;3;3;3;3;3;5;4;5;5;3;3;4;3;3;4;4;3;4;4;0;3;0;4
4300191CC90C63AD12CA24FBC16ABC04;82;66;4;3;3;3;3;3;3;3;3;5;4;5;5;3;3;4;3;3;4;4;3;4;4;0;3;0;4
B035B2B717C121E477630EE26DC8DFF9;78;50;5;4;5;5;5;5;5;5;4;5;5;4;5;5;4;5;5;5;5;5;5;5;5;0;5;5;5
B1FDD7F6DC1BADC8604AB5172ED3956A;82;50;5;4;5;5;5;5;5;5;4;5;5;4;5;5;4;5;5;5;5;5;5;5;5;0;5;5;5
AD6CBA64C5661571D5EE2660C8A48666;90;66;5;4;5;5;5;5;5;5;4;5;5;4;5;5;4;5;5;5;5;5;5;5;5;0;5;5;5
7A2A5B9115828E6C09EE0F29EA728F41;84;38;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;4;3;4;4;5;5;5;4
532B3EC5A537CB090E08DBABB520453A;88;50;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;4;3;4;4;5;5;5;4
38577CC118445FBFE4417D644222E859;84;80;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;4;3;4;4;5;5;5;4
0246F8F82B6D001BA0EF8DB77C71CF5D;80;44;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;4;3;4;4;5;5;5;4
EC720630287FFB7D85F953A76D2E1426;74;25;4;3;4;4;3;3;4;3;2;4;4;4;4;3;2;3;3;3;3;3;2;3;3;4;3;0;3
9AF44499D8C7F31C38F6437A483D801F;90;56;4;3;4;4;3;3;4;3;2;4;4;4;4;3;2;3;3;3;3;3;2;3;3;4;3;0;3
EE9BB5D4CB08B93E310B3F3923DB1399;84;80;4;3;4;4;3;3;4;3;2;4;4;4;4;3;2;3;3;3;3;3;2;3;3;4;3;0;3
D8E0CE9744BCF8B86A23022FBF0620A4;92;31;4;3;4;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;3;0;4;4;4
868BCE60B25CF5565912E5FA33E37EAC;82;41;4;3;4;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;3;0;4;4;4
554DDAA01C3E6E99CFA771D5EC8BCB9D;95;38;4;3;4;4;3;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;3;4;3;0;4;4;4
420640F19200B144AD62000E0D697F1A;64;34;3;3;4;4;4;4;4;4;5;4;4;5;4;4;5;5;5;5;4;4;3;4;4;0;0;0;4
AD6CBA64C5661571D5EE2660C8A48666;86;84;3;3;4;4;4;4;4;4;5;4;4;5;4;4;5;5;5;5;4;4;3;4;4;0;0;0;4
EB7E290DD6713398DCBCC546DB25D593;76;44;3;3;4;4;4;4;4;4;5;4;4;5;4;4;5;5;5;5;4;4;3;4;4;0;0;0;4
44B4C9FF84F755D51BD256276AB7D5C6;100;75;4;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4
0D03730A001707C801B2921DCDEE3B14;88;56;4;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4
73269B42534637312ECFEDD40F978791;76;22;4;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4
A02F4F2E25660202C9F1B157CFCADD30;82;25;4;5;5;5;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4
420640F19200B144AD62000E0D697F1A;82;84;3;2;3;3;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
6316EBEB89B27647D618B2453CE62A30;95;72;3;2;3;3;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
BE7F1263EC13D4ECD0FC05A519FBCB5B;92;59;3;2;3;3;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
EC651B1B323701A741007C559A61279C;90;34;5;4;4;4;4;3;4;4;4;4;3;5;5;4;4;4;5;4;4;4;3;4;4;4;4;4;4
B4F743B73680D3401A44FFF8A5AB0821;94;47;5;4;4;4;4;3;4;4;4;4;3;5;5;4;4;4;5;4;4;4;3;4;4;4;4;4;4
4300191CC90C63AD12CA24FBC16ABC04;90;44;5;4;4;4;4;3;4;4;4;4;3;5;5;4;4;4;5;4;4;4;3;4;4;4;4;4;4
419D28404A6B4DDDDB40789CEDF6EB13;84;31;5;4;4;4;4;3;4;4;4;4;3;5;5;4;4;4;5;4;4;4;3;4;4;4;4;4;4
9AF44499D8C7F31C38F6437A483D801F;88;63;4;4;4;4;4;3;4;4;4;5;4;5;4;4;4;5;4;4;4;4;3;4;4;0;4;0;4
2262381727790E0B7AA806D9F931F529;58;25;4;4;4;4;4;3;4;4;4;5;4;5;4;4;4;5;4;4;4;4;3;4;4;0;4;0;4
431EB9F34A5F80E23AAB537C1A6D843E;88;44;4;4;4;4;4;3;4;4;4;5;4;5;4;4;4;5;4;4;4;4;3;4;4;0;4;0;4
91BF92D1EA50C7745D1CB6A736B33334;90;53;4;4;4;4;4;3;4;4;4;5;4;5;4;4;4;5;4;4;4;4;3;4;4;0;4;0;4
8CA6DFB6FA9FADF0E4C879098561FC11;92;47;4;3;5;4;3;4;4;4;5;5;4;4;4;5;5;5;4;5;5;5;3;4;4;0;0;0;4
84D2677F3CC5F63A13351E4C812E9EB1;92;63;4;3;5;4;3;4;4;4;5;5;4;4;4;5;5;5;4;5;5;5;3;4;4;0;0;0;4
7C794C596ADB0DCA703D3CCC65244B96;72;25;4;3;5;4;3;4;4;4;5;5;4;4;4;5;5;5;4;5;5;5;3;4;4;0;0;0;4
382E4509A810CB3C3E959617F865FE47;95;63;4;3;5;4;3;4;4;4;5;5;4;4;4;5;5;5;4;5;5;5;3;4;4;0;0;0;4
5923F0E5418C8EF86697270ED284FEF8;78;44;4;3;4;4;4;3;3;4;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;0;3;4;4
84D2677F3CC5F63A13351E4C812E9EB1;72;25;4;3;4;4;4;3;3;4;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;0;3;4;4
28FD2BF23EECB0BB18E702FBA294061A;58;34;4;3;4;4;4;3;3;4;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;0;3;4;4
AD6CBA64C5661571D5EE2660C8A48666;80;34;3;2;4;3;3;0;3;3;3;3;3;4;3;3;3;3;3;3;4;4;2;3;4;3;3;3;4
1A5643C29AC202C159B23AC0A9170605;86;53;3;2;4;3;3;0;3;3;3;3;3;4;3;3;3;3;3;3;4;4;2;3;4;3;3;3;4
2D61D76B111C22B12ED0BEFC51DF8241;84;22;3;2;4;3;3;0;3;3;3;3;3;4;3;3;3;3;3;3;4;4;2;3;4;3;3;3;4
0246F8F82B6D001BA0EF8DB77C71CF5D;78;28;3;2;4;3;3;0;3;3;3;3;3;4;3;3;3;3;3;3;4;4;2;3;4;3;3;3;4
F0E509866F6112BB12A8918FA2DD6B14;84;78;3;3;4;4;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
2262381727790E0B7AA806D9F931F529;86;38;3;3;4;4;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
E86C1EC00A2074AAF7D8687822245A7F;86;38;3;3;4;4;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;0;3;3;3
AEB2DDF35B22E15B7A71A34DB84019A8;76;25;3;2;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;0;3;0;3
6316EBEB89B27647D618B2453CE62A30;64;25;3;2;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;0;3;0;3
91BF92D1EA50C7745D1CB6A736B33334;90;34;3;2;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;0;3;0;3
9AF44499D8C7F31C38F6437A483D801F;76;31;3;2;3;3;3;3;3;3;3;4;3;4;4;3;3;3;3;3;3;3;3;3;3;0;3;0;3
F9116AB9AE60A644C33612E45F1A4ECB;80;78;4;4;5;5;4;5;5;5;5;4;4;5;4;5;5;5;5;5;4;4;3;4;4;4;5;5;4
F0CC80C6D6973E51C20CA98426B65137;76;25;4;4;5;5;4;5;5;5;5;4;4;5;4;5;5;5;5;5;4;4;3;4;4;4;5;5;4
E69A1796274073148D1630E90D6C2212;78;41;4;4;5;5;4;5;5;5;5;4;4;5;4;5;5;5;5;5;4;4;3;4;4;4;5;5;4
5B260C064A04E381B787C2DF6BAFAEEB;78;31;4;4;5;5;4;5;5;5;5;4;4;5;4;5;5;5;5;5;4;4;3;4;4;4;5;5;4
F0E509866F6112BB12A8918FA2DD6B14;76;31;4;3;4;4;3;3;3;3;3;4;4;5;4;3;3;3;3;3;4;4;3;4;4;0;3;0;4
E86C1EC00A2074AAF7D8687822245A7F;84;22;4;3;4;4;3;3;3;3;3;4;4;5;4;3;3;3;3;3;4;4;3;4;4;0;3;0;4
AEB2DDF35B22E15B7A71A34DB84019A8;80;38;4;3;4;4;3;3;3;3;3;4;4;5;4;3;3;3;3;3;4;4;3;4;4;0;3;0;4
7938A506CF51098638F447A65E6A81AF;86;38;4;3;4;4;3;3;3;3;3;4;4;5;4;3;3;3;3;3;4;4;3;4;4;0;3;0;4
45C6E1978981524E82DFB5FFCCE6EE5C;76;29;4;4;4;4;4;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;0;4;4;4
9AF44499D8C7F31C38F6437A483D801F;74;29;4;4;4;4;4;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;0;4;4;4
5C75173B1F198F5740F914B9C3739F62;72;45;4;4;4;4;4;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;0;4;4;4
